fecha,provincia,concepto,categoria,valor_real,variacion_interanual_pct,fuente
2023-12,San Juan,Ingresos Brutos,Impuesto provincial,25271403071,1.8,Carga de usuario
2023-12,San Juan,Inmobiliario,Impuesto provincial,513295802.10,-29.3,Carga de usuario
2023-12,San Juan,Automotor,Impuesto provincial,2232297567,-51.1,Carga de usuario
2023-12,San Juan,Sellos,Impuesto provincial,2870609483,31.4,Carga de usuario
2023-12,San Juan,DJ,Otros recursos provinciales,634419.15,-93.3,Carga de usuario
2023-12,San Juan,Otros impuestos,Otros recursos provinciales,2273448727,-49.1,Carga de usuario
2023-12,San Juan,Total,Total recursos provinciales,33161689069,-9.8,Carga de usuario
2024-01,San Juan,Ingresos Brutos,Impuesto provincial,26743528756,-15.6,Carga de usuario
2024-01,San Juan,Inmobiliario,Impuesto provincial,974887410.10,-2.5,Carga de usuario
2024-01,San Juan,Automotor,Impuesto provincial,1777493006,302.4,Carga de usuario
2024-01,San Juan,Sellos,Impuesto provincial,2332153610,-26.0,Carga de usuario
2024-01,San Juan,DJ,Otros recursos provinciales,0,-100.0,Carga de usuario
2024-01,San Juan,Otros impuestos,Otros recursos provinciales,2721784463,-22.7,Carga de usuario
2024-01,San Juan,Total,Total recursos provinciales,34549847245,-13.2,Carga de usuario
2024-02,San Juan,Ingresos Brutos,Impuesto provincial,24996797499,3.9,Carga de usuario
2024-02,San Juan,Inmobiliario,Impuesto provincial,2404080843,-52.3,Carga de usuario
2024-02,San Juan,Automotor,Impuesto provincial,992384667.20,-71.7,Carga de usuario
2024-02,San Juan,Sellos,Impuesto provincial,2436982361,-23.9,Carga de usuario
2024-02,San Juan,DJ,Otros recursos provinciales,1516519.27,33.2,Carga de usuario
2024-02,San Juan,Otros impuestos,Otros recursos provinciales,2414435179,-23.7,Carga de usuario
2024-02,San Juan,Total,Total recursos provinciales,33246197069,-14.7,Carga de usuario
2024-03,San Juan,Ingresos Brutos,Impuesto provincial,25428046697,-10.9,Carga de usuario
2024-03,San Juan,Inmobiliario,Impuesto provincial,941178075.80,-47.8,Carga de usuario
2024-03,San Juan,Automotor,Impuesto provincial,880731261.70,-91.5,Carga de usuario
2024-03,San Juan,Sellos,Impuesto provincial,2461920689,-37.4,Carga de usuario
2024-03,San Juan,DJ,Otros recursos provinciales,15291.60,-99.4,Carga de usuario
2024-03,San Juan,Otros impuestos,Otros recursos provinciales,2327150529,-37.7,Carga de usuario
2024-03,San Juan,Total,Total recursos provinciales,32039042544,-33.8,Carga de usuario
2024-04,San Juan,Ingresos Brutos,Impuesto provincial,25475136246,-9.1,Carga de usuario
2024-04,San Juan,Inmobiliario,Impuesto provincial,660399036.40,-36.2,Carga de usuario
2024-04,San Juan,Automotor,Impuesto provincial,810437010.60,-78.3,Carga de usuario
2024-04,San Juan,Sellos,Impuesto provincial,2242563813,-29.9,Carga de usuario
2024-04,San Juan,DJ,Otros recursos provinciales,107323.06,-98.0,Carga de usuario
2024-04,San Juan,Otros impuestos,Otros recursos provinciales,2244319276,-18.8,Carga de usuario
2024-04,San Juan,Total,Total recursos provinciales,31432962706,-18.9,Carga de usuario
2024-05,San Juan,Ingresos Brutos,Impuesto provincial,25932176682,-11.3,Carga de usuario
2024-05,San Juan,Inmobiliario,Impuesto provincial,864165051.40,-18.7,Carga de usuario
2024-05,San Juan,Automotor,Impuesto provincial,8439968882,136.2,Carga de usuario
2024-05,San Juan,Sellos,Impuesto provincial,2291235540,-27.3,Carga de usuario
2024-05,San Juan,DJ,Otros recursos provinciales,138415.25,-88.5,Carga de usuario
2024-05,San Juan,Otros impuestos,Otros recursos provinciales,2947717243,-1.5,Carga de usuario
2024-05,San Juan,Total,Total recursos provinciales,40475401815,1.1,Carga de usuario
2024-06,San Juan,Ingresos Brutos,Impuesto provincial,23832944506,-15.2,Carga de usuario
2024-06,San Juan,Inmobiliario,Impuesto provincial,918432974.10,-7.9,Carga de usuario
2024-06,San Juan,Automotor,Impuesto provincial,3512145991,2.1,Carga de usuario
2024-06,San Juan,Sellos,Impuesto provincial,2227356806,-50.3,Carga de usuario
2024-06,San Juan,DJ,Otros recursos provinciales,299158.02,-89.3,Carga de usuario
2024-06,San Juan,Otros impuestos,Otros recursos provinciales,2307857552,-9.0,Carga de usuario
2024-06,San Juan,Total,Total recursos provinciales,32799036988,-17.1,Carga de usuario
2024-07,San Juan,Ingresos Brutos,Impuesto provincial,24021364432,-17.1,Carga de usuario
2024-07,San Juan,Inmobiliario,Impuesto provincial,1942010440,81.2,Carga de usuario
2024-07,San Juan,Automotor,Impuesto provincial,4559766487,17.8,Carga de usuario
2024-07,San Juan,Sellos,Impuesto provincial,2052393932,-45.0,Carga de usuario
2024-07,San Juan,DJ,Otros recursos provinciales,0,-100.0,Carga de usuario
2024-07,San Juan,Otros impuestos,Otros recursos provinciales,2341552800,-27.8,Carga de usuario
2024-07,San Juan,Total,Total recursos provinciales,34917088091,-14.6,Carga de usuario
2024-08,San Juan,Ingresos Brutos,Impuesto provincial,24382783035,-9.9,Carga de usuario
2024-08,San Juan,Inmobiliario,Impuesto provincial,1182315907,11.4,Carga de usuario
2024-08,San Juan,Automotor,Impuesto provincial,3215538150,-16.3,Carga de usuario
2024-08,San Juan,Sellos,Impuesto provincial,2658554283,-22.0,Carga de usuario
2024-08,San Juan,DJ,Otros recursos provinciales,324974.23,-7.1,Carga de usuario
2024-08,San Juan,Otros impuestos,Otros recursos provinciales,2269446913,-24.1,Carga de usuario
2024-08,San Juan,Total,Total recursos provinciales,33708963263,-12.1,Carga de usuario
2024-09,San Juan,Ingresos Brutos,Impuesto provincial,24329049932,-14.1,Carga de usuario
2024-09,San Juan,Inmobiliario,Impuesto provincial,599999410.20,-18.7,Carga de usuario
2024-09,San Juan,Automotor,Impuesto provincial,2603963772,-3.6,Carga de usuario
2024-09,San Juan,Sellos,Impuesto provincial,2472419232,-28.3,Carga de usuario
2024-09,San Juan,DJ,Otros recursos provinciales,41011.01,-99.1,Carga de usuario
2024-09,San Juan,Otros impuestos,Otros recursos provinciales,2170779094,-27.1,Carga de usuario
2024-09,San Juan,Total,Total recursos provinciales,32176252451,-15.8,Carga de usuario
2024-10,San Juan,Ingresos Brutos,Impuesto provincial,23684326442,-22.0,Carga de usuario
2024-10,San Juan,Inmobiliario,Impuesto provincial,547797223.40,-19.3,Carga de usuario
2024-10,San Juan,Automotor,Impuesto provincial,2288737516,-14.1,Carga de usuario
2024-10,San Juan,Sellos,Impuesto provincial,2685843041,-18.1,Carga de usuario
2024-10,San Juan,DJ,Otros recursos provinciales,0,-100.0,Carga de usuario
2024-10,San Juan,Otros impuestos,Otros recursos provinciales,2156110465,-28.6,Carga de usuario
2024-10,San Juan,Total,Total recursos provinciales,31371207527,-21.6,Carga de usuario
2024-11,San Juan,Ingresos Brutos,Impuesto provincial,25137722660,-12.1,Carga de usuario
2024-11,San Juan,Inmobiliario,Impuesto provincial,435935164.40,-24.8,Carga de usuario
2024-11,San Juan,Automotor,Impuesto provincial,1979284991,-19.9,Carga de usuario
2024-11,San Juan,Sellos,Impuesto provincial,2573516097,-10.2,Carga de usuario
2024-11,San Juan,DJ,Otros recursos provinciales,0,-100.0,Carga de usuario
2024-11,San Juan,Otros impuestos,Otros recursos provinciales,2058200532,-44.2,Carga de usuario
2024-11,San Juan,Total,Total recursos provinciales,32184673741,-15.7,Carga de usuario
2024-12,San Juan,Ingresos Brutos,Impuesto provincial,24118776783,-4.6,Carga de usuario
2024-12,San Juan,Inmobiliario,Impuesto provincial,378414161.20,-26.3,Carga de usuario
2024-12,San Juan,Automotor,Impuesto provincial,2008568020,-10.0,Carga de usuario
2024-12,San Juan,Sellos,Impuesto provincial,2664838512,-7.2,Carga de usuario
2024-12,San Juan,DJ,Otros recursos provinciales,0,-100.0,Carga de usuario
2024-12,San Juan,Otros impuestos,Otros recursos provinciales,2158022941,-5.1,Carga de usuario
2024-12,San Juan,Total,Total recursos provinciales,31328647989,-5.5,Carga de usuario
2025-01,San Juan,Ingresos Brutos,Impuesto provincial,27252271698,1.9,Carga de usuario
2025-01,San Juan,Inmobiliario,Impuesto provincial,264216660.70,-72.9,Carga de usuario
2025-01,San Juan,Automotor,Impuesto provincial,1488600857,-16.3,Carga de usuario
2025-01,San Juan,Sellos,Impuesto provincial,3033522611,30.1,Carga de usuario
2025-01,San Juan,DJ,Otros recursos provinciales,0,,Carga de usuario
2025-01,San Juan,Otros impuestos,Otros recursos provinciales,2537292510,-6.8,Carga de usuario
2025-01,San Juan,Total,Total recursos provinciales,34575904336,0.1,Carga de usuario
2025-02,San Juan,Ingresos Brutos,Impuesto provincial,25414865892,1.7,Carga de usuario
2025-02,San Juan,Inmobiliario,Impuesto provincial,2557759282,6.4,Carga de usuario
2025-02,San Juan,Automotor,Impuesto provincial,1051479173,6.0,Carga de usuario
2025-02,San Juan,Sellos,Impuesto provincial,2895140950,18.8,Carga de usuario
2025-02,San Juan,DJ,Otros recursos provinciales,0,-100.0,Carga de usuario
2025-02,San Juan,Otros impuestos,Otros recursos provinciales,2069386784,-14.3,Carga de usuario
2025-02,San Juan,Total,Total recursos provinciales,33988632080,2.2,Carga de usuario
2025-03,San Juan,Ingresos Brutos,Impuesto provincial,24498043827,-3.7,Carga de usuario
2025-03,San Juan,Inmobiliario,Impuesto provincial,1338665565,42.2,Carga de usuario
2025-03,San Juan,Automotor,Impuesto provincial,1002130172,13.8,Carga de usuario
2025-03,San Juan,Sellos,Impuesto provincial,3042735062,23.6,Carga de usuario
2025-03,San Juan,DJ,Otros recursos provinciales,0,-100.0,Carga de usuario
2025-03,San Juan,Otros impuestos,Otros recursos provinciales,2141527171,-8.0,Carga de usuario
2025-03,San Juan,Total,Total recursos provinciales,32024291973,-0.0,Carga de usuario
2025-04,San Juan,Ingresos Brutos,Impuesto provincial,25779496082,1.2,Carga de usuario
2025-04,San Juan,Inmobiliario,Impuesto provincial,735967683.80,11.4,Carga de usuario
2025-04,San Juan,Automotor,Impuesto provincial,3716673569,358.6,Carga de usuario
2025-04,San Juan,Sellos,Impuesto provincial,2829088846,26.2,Carga de usuario
2025-04,San Juan,DJ,Otros recursos provinciales,0,-100.0,Carga de usuario
2025-04,San Juan,Otros impuestos,Otros recursos provinciales,2457300188,9.5,Carga de usuario
2025-04,San Juan,Total,Total recursos provinciales,35518526368,13.0,Carga de usuario
2025-05,San Juan,Ingresos Brutos,Impuesto provincial,27284195798,5.2,Carga de usuario
2025-05,San Juan,Inmobiliario,Impuesto provincial,524945083,-39.3,Carga de usuario
2025-05,San Juan,Automotor,Impuesto provincial,6460554252,-23.5,Carga de usuario
2025-05,San Juan,Sellos,Impuesto provincial,3256142210,42.1,Carga de usuario
2025-05,San Juan,DJ,Otros recursos provinciales,0,-100.0,Carga de usuario
2025-05,San Juan,Otros impuestos,Otros recursos provinciales,2882017733,-2.2,Carga de usuario
2025-05,San Juan,Total,Total recursos provinciales,40407881447,-0.2,Carga de usuario
2025-06,San Juan,Ingresos Brutos,Impuesto provincial,27264282042,14.4,Carga de usuario
2025-06,San Juan,Inmobiliario,Impuesto provincial,461367739.10,-49.8,Carga de usuario
2025-06,San Juan,Automotor,Impuesto provincial,2053900495,-41.5,Carga de usuario
2025-06,San Juan,Sellos,Impuesto provincial,3284254476,47.5,Carga de usuario
2025-06,San Juan,DJ,Otros recursos provinciales,0,-100.0,Carga de usuario
2025-06,San Juan,Otros impuestos,Otros recursos provinciales,2224575227,-3.6,Carga de usuario
2025-06,San Juan,Total,Total recursos provinciales,35288379979,7.6,Carga de usuario
2025-07,San Juan,Ingresos Brutos,Impuesto provincial,26568436625,10.6,Carga de usuario
2025-07,San Juan,Inmobiliario,Impuesto provincial,523656953.20,-73.0,Carga de usuario
2025-07,San Juan,Automotor,Impuesto provincial,2286514230,-49.9,Carga de usuario
2025-07,San Juan,Sellos,Impuesto provincial,3459871082,68.6,Carga de usuario
2025-07,San Juan,DJ,Otros recursos provinciales,0,,Carga de usuario
2025-07,San Juan,Otros impuestos,Otros recursos provinciales,2244693374,-4.1,Carga de usuario
2025-07,San Juan,Total,Total recursos provinciales,35083172264,0.5,Carga de usuario
2025-08,San Juan,Ingresos Brutos,Impuesto provincial,27602817034,13.2,Carga de usuario
2025-08,San Juan,Inmobiliario,Impuesto provincial,536776853.40,-54.6,Carga de usuario
2025-08,San Juan,Automotor,Impuesto provincial,2257094463,-29.8,Carga de usuario
2025-08,San Juan,Sellos,Impuesto provincial,3450677376,29.8,Carga de usuario
2025-08,San Juan,DJ,Otros recursos provinciales,0,-100.0,Carga de usuario
2025-08,San Juan,Otros impuestos,Otros recursos provinciales,2237891508,-1.4,Carga de usuario
2025-08,San Juan,Total,Total recursos provinciales,36085257233,7.0,Carga de usuario
2025-09,San Juan,Ingresos Brutos,Impuesto provincial,27420106288,12.7,Carga de usuario
2025-09,San Juan,Inmobiliario,Impuesto provincial,419186430.50,-30.1,Carga de usuario
2025-09,San Juan,Automotor,Impuesto provincial,1990111906,-23.6,Carga de usuario
2025-09,San Juan,Sellos,Impuesto provincial,3385416332,36.9,Carga de usuario
2025-09,San Juan,DJ,Otros recursos provinciales,0,-100.0,Carga de usuario
2025-09,San Juan,Otros impuestos,Otros recursos provinciales,2081189193,-4.1,Carga de usuario
2025-09,San Juan,Total,Total recursos provinciales,35296013933,9.7,Carga de usuario
2025-10,San Juan,Ingresos Brutos,Impuesto provincial,28051528326,18.4,Carga de usuario
2025-10,San Juan,Inmobiliario,Impuesto provincial,394010472.80,-28.1,Carga de usuario
2025-10,San Juan,Automotor,Impuesto provincial,1844095603,-19.4,Carga de usuario
2025-10,San Juan,Sellos,Impuesto provincial,3445284222,28.3,Carga de usuario
2025-10,San Juan,DJ,Otros recursos provinciales,0,,Carga de usuario
2025-10,San Juan,Otros impuestos,Otros recursos provinciales,2349396361,9.0,Carga de usuario
2025-10,San Juan,Total,Total recursos provinciales,36084316229,15.0,Carga de usuario
2025-11,San Juan,Ingresos Brutos,Impuesto provincial,27462459190,9.2,Carga de usuario
2025-11,San Juan,Inmobiliario,Impuesto provincial,341981311.40,-21.6,Carga de usuario
2025-11,San Juan,Automotor,Impuesto provincial,1624505042,-17.9,Carga de usuario
2025-11,San Juan,Sellos,Impuesto provincial,3107825686,20.8,Carga de usuario
2025-11,San Juan,DJ,Otros recursos provinciales,0,,Carga de usuario
2025-11,San Juan,Otros impuestos,Otros recursos provinciales,2236315211,8.7,Carga de usuario
2025-11,San Juan,Total,Total recursos provinciales,34773086441,8.0,Carga de usuario
2025-12,San Juan,Ingresos Brutos,Impuesto provincial,28024804215,16.2,Carga de usuario
2025-12,San Juan,Inmobiliario,Impuesto provincial,468206373.70,23.7,Carga de usuario
2025-12,San Juan,Automotor,Impuesto provincial,2224153498,10.7,Carga de usuario
2025-12,San Juan,Sellos,Impuesto provincial,2886356310,8.3,Carga de usuario
2025-12,San Juan,DJ,Otros recursos provinciales,0,,Carga de usuario
2025-12,San Juan,Otros impuestos,Otros recursos provinciales,2590283208,20.0,Carga de usuario
2025-12,San Juan,Total,Total recursos provinciales,36193803604,15.5,Carga de usuario
2026-01,San Juan,Ingresos Brutos,Impuesto provincial,29454051989,8.1,Carga de usuario
2026-01,San Juan,Inmobiliario,Impuesto provincial,619396852.90,134.4,Carga de usuario
2026-01,San Juan,Automotor,Impuesto provincial,1797640670,20.8,Carga de usuario
2026-01,San Juan,Sellos,Impuesto provincial,3413648487,12.5,Carga de usuario
2026-01,San Juan,DJ,Otros recursos provinciales,0,,Carga de usuario
2026-01,San Juan,Otros impuestos,Otros recursos provinciales,2041003529,-19.6,Carga de usuario
2026-01,San Juan,Total,Total recursos provinciales,37325741528,8.0,Carga de usuario
2026-02,San Juan,Ingresos Brutos,Impuesto provincial,27106400245,6.7,Carga de usuario
2026-02,San Juan,Inmobiliario,Impuesto provincial,3070943657,20.1,Carga de usuario
2026-02,San Juan,Automotor,Impuesto provincial,1502447137,42.9,Carga de usuario
2026-02,San Juan,Sellos,Impuesto provincial,2937792568,1.5,Carga de usuario
2026-02,San Juan,DJ,Otros recursos provinciales,0,,Carga de usuario
2026-02,San Juan,Otros impuestos,Otros recursos provinciales,271300784.10,-86.9,Carga de usuario
2026-02,San Juan,Total,Total recursos provinciales,34888884392,2.6,Carga de usuario
2026-03,San Juan,Ingresos Brutos,Impuesto provincial,25798496878,5.3,Carga de usuario
2026-03,San Juan,Inmobiliario,Impuesto provincial,1096893199,-18.1,Carga de usuario
2026-03,San Juan,Automotor,Impuesto provincial,3052611455,204.6,Carga de usuario
2026-03,San Juan,Sellos,Impuesto provincial,3038766062,-0.1,Carga de usuario
2026-03,San Juan,DJ,Otros recursos provinciales,0,,Carga de usuario
2026-03,San Juan,Otros impuestos,Otros recursos provinciales,280016828.20,-86.9,Carga de usuario
2026-03,San Juan,Total,Total recursos provinciales,33266784422,3.9,Carga de usuario
2026-04,San Juan,Ingresos Brutos,Impuesto provincial,28139111563,9.2,Carga de usuario
2026-04,San Juan,Inmobiliario,Impuesto provincial,620452595.20,-15.7,Carga de usuario
2026-04,San Juan,Automotor,Impuesto provincial,7391123506,98.9,Carga de usuario
2026-04,San Juan,Sellos,Impuesto provincial,2857616530,1.0,Carga de usuario
2026-04,San Juan,DJ,Otros recursos provinciales,0,,Carga de usuario
2026-04,San Juan,Otros impuestos,Otros recursos provinciales,312564844.20,-87.3,Carga de usuario
2026-04,San Juan,Total,Total recursos provinciales,39320869039,10.7,Carga de usuario
2026-05,San Juan,Ingresos Brutos,Impuesto provincial,27171728029,-0.4,Carga de usuario
2026-05,San Juan,Inmobiliario,Impuesto provincial,467610141.30,-10.9,Carga de usuario
2026-05,San Juan,Automotor,Impuesto provincial,3128361354,-51.6,Carga de usuario
2026-05,San Juan,Sellos,Impuesto provincial,3228693513,-0.8,Carga de usuario
2026-05,San Juan,DJ,Otros recursos provinciales,0,,Carga de usuario
2026-05,San Juan,Otros impuestos,Otros recursos provinciales,295385676,-89.8,Carga de usuario
2026-05,San Juan,Total,Total recursos provinciales,34291778713,-15.1,Carga de usuario
2026-06,San Juan,Ingresos Brutos,Impuesto provincial,28380702591,4.1,Carga de usuario
2026-06,San Juan,Inmobiliario,Impuesto provincial,513497244,11.3,Carga de usuario
2026-06,San Juan,Automotor,Impuesto provincial,2461545022,19.8,Carga de usuario
2026-06,San Juan,Sellos,Impuesto provincial,2716548298,-17.3,Carga de usuario
2026-06,San Juan,DJ,Otros recursos provinciales,0,,Carga de usuario
2026-06,San Juan,Otros impuestos,Otros recursos provinciales,244020183,-89.0,Carga de usuario
2026-06,San Juan,Total,Total recursos provinciales,34316313338,-2.8,Carga de usuario
